product_a,product_b,support,confidence_ab,confidence_ba,lift,pair_count
DOORMAT NEW ENGLAND,JUMBO BAG RED RETROSPOT,0.006,0.1368,0.0463,1.06,65
HOME BUILDING BLOCK WORD,LUNCH BAG  BLACK SKULL.,0.0056,0.0953,0.0622,1.06,61
DOORMAT KEEP CALM AND COME IN,LUNCH BAG PINK POLKADOT,0.0042,0.0821,0.0546,1.06,46
ALARM CLOCK BAKELIKE RED,GREY HEART HOT WATER BOTTLE,0.0031,0.0456,0.0722,1.06,34
SCOTTIE DOG HOT WATER BOTTLE,WOODEN PICTURE FRAME WHITE FINISH,0.0045,0.0814,0.0583,1.06,49
LOVE BUILDING BLOCK WORD,LUNCH BAG SUKI DESIGN,0.0039,0.0806,0.0505,1.06,42
ASSORTED COLOUR BIRD ORNAMENT,REX CASH+CARRY JUMBO SHOPPER,0.0085,0.0766,0.118,1.06,93
DOORMAT NEW ENGLAND,HOT WATER BOTTLE I AM SO POORLY,0.002,0.0463,0.0463,1.06,22
HANGING HEART JAR T-LIGHT HOLDER,LUNCH BAG APPLE DESIGN,0.0033,0.0716,0.0488,1.06,36
GARDENERS KNEELING PAD CUP OF TEA,JUMBO STORAGE BAG SUKI,0.0039,0.0694,0.0602,1.06,43
LUNCH BAG RED RETROSPOT,PINK REGENCY TEACUP AND SAUCER,0.0048,0.0468,0.1077,1.06,52
HEART OF WICKER SMALL,PLEASE ONE PERSON METAL SIGN,0.005,0.0615,0.0866,1.06,55
6 RIBBONS RUSTIC CHARM,HOT WATER BOTTLE TEA AND SYMPATHY,0.0026,0.047,0.058,1.06,28
LUNCH BAG WOODLAND,SET OF 3 CAKE TINS PANTRY DESIGN,0.0058,0.0943,0.0651,1.06,63
COOK WITH WINE METAL SIGN,RETROSPOT TEA SET CERAMIC 11 PC,0.0031,0.0623,0.053,1.06,34
COOK WITH WINE METAL SIGN,GREEN REGENCY TEACUP AND SAUCER,0.0029,0.0586,0.0527,1.05,32
PAPER CHAIN KIT VINTAGE CHRISTMAS,SET OF 3 CAKE TINS PANTRY DESIGN,0.0056,0.0934,0.0631,1.05,61
DOORMAT NEW ENGLAND,LUNCH BAG VINTAGE LEAF DESIGN,0.0023,0.0526,0.0455,1.05,25
JAM MAKING SET PRINTED,WOOD 2 DRAWER CABINET WHITE FINISH,0.0029,0.046,0.0668,1.05,32
DOORMAT RED RETROSPOT,JUMBO BAG 50'S CHRISTMAS,0.0023,0.0514,0.0468,1.05,25
GREY HEART HOT WATER BOTTLE,JAM MAKING SET WITH JARS,0.003,0.0701,0.0451,1.05,33
LUNCH BAG VINTAGE LEAF DESIGN,ROSES REGENCY TEACUP AND SAUCER,0.0032,0.0638,0.0527,1.05,35
POPCORN HOLDER,RETROSPOT HEART HOT WATER BOTTLE,0.0023,0.046,0.0522,1.05,25
JUMBO BAG VINTAGE DOILY,SET/5 RED RETROSPOT LID GLASS BOWLS,0.0033,0.0652,0.0533,1.05,36
ALARM CLOCK BAKELIKE GREEN,LARGE WHITE HEART OF WICKER,0.0029,0.0474,0.065,1.05,32
GREY HEART HOT WATER BOTTLE,PACK OF 60 DINOSAUR CAKE CASES,0.0019,0.0446,0.0453,1.05,21
DOORMAT UNION FLAG,PINK CREAM FELT CRAFT TRINKET BOX,0.0018,0.0446,0.0431,1.05,20
PAPER BUNTING RETROSPOT,POPCORN HOLDER,0.0021,0.0523,0.0424,1.05,23
GINGERBREAD MAN COOKIE CUTTER,LUNCH BAG SUKI DESIGN,0.0034,0.0801,0.0445,1.05,37
LOVE BUILDING BLOCK WORD,PACK OF 60 PINK PAISLEY CAKE CASES,0.0027,0.0557,0.0501,1.05,29
HANGING HEART JAR T-LIGHT HOLDER,JUMBO BAG APPLES,0.0028,0.0596,0.0485,1.05,30
GINGERBREAD MAN COOKIE CUTTER,JUMBO SHOPPER VINTAGE RED PAISLEY,0.003,0.0714,0.0445,1.05,33
GREY HEART HOT WATER BOTTLE,JUMBO BAG PINK VINTAGE PAISLEY,0.0023,0.0531,0.0455,1.05,25
CHILLI LIGHTS,NATURAL SLATE HEART CHALKBOARD,0.0034,0.0853,0.0417,1.05,37
SET/20 RED RETROSPOT PAPER NAPKINS,SMALL WHITE HEART OF WICKER,0.0028,0.0542,0.0536,1.05,30
COOK WITH WINE METAL SIGN,SET/20 RED RETROSPOT PAPER NAPKINS,0.0027,0.0531,0.0523,1.05,29
CHOCOLATE HOT WATER BOTTLE,PINK REGENCY TEACUP AND SAUCER,0.0028,0.0464,0.0621,1.05,30
SET OF 6 SPICE TINS PANTRY DESIGN,SPACEBOY LUNCH BOX,0.0025,0.0471,0.0551,1.05,27
HOME BUILDING BLOCK WORD,HOT WATER BOTTLE KEEP CALM,0.0038,0.0641,0.0615,1.05,41
JUMBO STORAGE BAG SUKI,WOODEN PICTURE FRAME WHITE FINISH,0.0053,0.0812,0.069,1.05,58
PINK CREAM FELT CRAFT TRINKET BOX,REGENCY CAKESTAND 3 TIER,0.0053,0.125,0.0447,1.05,58
ASSORTED COLOUR BIRD ORNAMENT,COOK WITH WINE METAL SIGN,0.0059,0.0527,0.1172,1.05,64
JUMBO SHOPPER VINTAGE RED PAISLEY,VINTAGE SNAP CARDS,0.0039,0.0567,0.0711,1.05,42
REGENCY CAKESTAND 3 TIER,RETROSPOT HEART HOT WATER BOTTLE,0.0055,0.0463,0.1253,1.05,60
SET/5 RED RETROSPOT LID GLASS BOWLS,WOOD 2 DRAWER CABINET WHITE FINISH,0.0028,0.0459,0.0647,1.05,31
BAKING SET 9 PIECE RETROSPOT,RETROSPOT HEART HOT WATER BOTTLE,0.0028,0.0463,0.0647,1.05,31
HOT WATER BOTTLE KEEP CALM,SET OF 3 CAKE TINS PANTRY DESIGN,0.0057,0.093,0.0641,1.05,62
ALARM CLOCK BAKELIKE PINK,GREY HEART HOT WATER BOTTLE,0.002,0.0452,0.0467,1.05,22
PARTY BUNTING,WOODEN FRAME ANTIQUE WHITE,0.0081,0.0734,0.1155,1.05,88
JUMBO BAG STRAWBERRY,SMALL WHITE HEART OF WICKER,0.003,0.0537,0.0589,1.05,33
PAPER CHAIN KIT VINTAGE CHRISTMAS,RECIPE BOX PANTRY YELLOW DESIGN,0.0042,0.0704,0.063,1.05,46
COLOUR GLASS T-LIGHT HOLDER HANGING,LARGE WHITE HEART OF WICKER,0.0021,0.0475,0.0467,1.05,23
HANGING HEART JAR T-LIGHT HOLDER,LUNCH BAG SPACEBOY DESIGN,0.0039,0.0835,0.0484,1.05,42
RABBIT NIGHT LIGHT,RETROSPOT HEART HOT WATER BOTTLE,0.0023,0.0462,0.0522,1.05,25
HAND WARMER OWL DESIGN,PLEASE ONE PERSON METAL SIGN,0.0029,0.0611,0.0504,1.05,32
ANTIQUE SILVER T-LIGHT GLASS,HAND OVER THE CHOCOLATE   SIGN,0.0024,0.0546,0.0459,1.05,26
CLOTHES PEGS RETROSPOT PACK 24,DOORMAT UNION FLAG,0.0021,0.0432,0.0513,1.05,23
GARDENERS KNEELING PAD KEEP CALM,PLEASE ONE PERSON METAL SIGN,0.0041,0.0611,0.0709,1.05,45
GARDENERS KNEELING PAD KEEP CALM,ROSES REGENCY TEACUP AND SAUCER,0.0043,0.0638,0.0708,1.05,47
JUMBO  BAG BAROQUE BLACK WHITE,WOODEN FRAME ANTIQUE WHITE,0.0041,0.0735,0.0591,1.05,45
NATURAL SLATE HEART CHALKBOARD,SET OF 4 PANTRY JELLY MOULDS,0.006,0.0732,0.0856,1.05,65
GIN + TONIC DIET METAL SIGN,JUMBO BAG RED RETROSPOT,0.0077,0.1357,0.0598,1.05,84
RETROSPOT TEA SET CERAMIC 11 PC,WOOD BLACK BOARD ANT WHITE FINISH,0.003,0.0515,0.0615,1.05,33
JUMBO  BAG BAROQUE BLACK WHITE,PACK OF 72 RETROSPOT CAKE CASES,0.0045,0.0801,0.0592,1.05,49
JUMBO STORAGE BAG SUKI,WOOD 2 DRAWER CABINET WHITE FINISH,0.003,0.0462,0.0689,1.05,33
JUMBO SHOPPER VINTAGE RED PAISLEY,REX CASH+CARRY JUMBO SHOPPER,0.0051,0.0756,0.0711,1.05,56
LOVE BUILDING BLOCK WORD,SET OF 4 PANTRY JELLY MOULDS,0.0035,0.0729,0.0501,1.05,38
GREEN REGENCY TEACUP AND SAUCER,SET/5 RED RETROSPOT LID GLASS BOWLS,0.0036,0.0643,0.0578,1.04,39
60 TEATIME FAIRY CAKE CASES,DOORMAT KEEP CALM AND COME IN,0.0028,0.0532,0.0554,1.04,31
JUMBO BAG PINK VINTAGE PAISLEY,RETROSPOT HEART HOT WATER BOTTLE,0.0023,0.0455,0.0522,1.04,25
CHILLI LIGHTS,HOT WATER BOTTLE TEA AND SYMPATHY,0.0018,0.0461,0.0414,1.04,20
HOT WATER BOTTLE I AM SO POORLY,WOODEN PICTURE FRAME WHITE FINISH,0.0035,0.08,0.0452,1.04,38
PACK OF 60 DINOSAUR CAKE CASES,RABBIT NIGHT LIGHT,0.0022,0.0517,0.0444,1.04,24
JUMBO SHOPPER VINTAGE RED PAISLEY,RETROSPOT HEART HOT WATER BOTTLE,0.0031,0.0459,0.071,1.04,34
DOORMAT UNION FLAG,JUMBO BAG RED RETROSPOT,0.0055,0.1339,0.0427,1.04,60
DOORMAT NEW ENGLAND,JUMBO BAG VINTAGE DOILY,0.0023,0.0526,0.0453,1.04,25
HOT WATER BOTTLE I AM SO POORLY,ROSES REGENCY TEACUP AND SAUCER,0.0028,0.0632,0.0452,1.04,30
JUMBO BAG VINTAGE DOILY,WOODEN FRAME ANTIQUE WHITE,0.0037,0.0725,0.0525,1.04,40
ALARM CLOCK BAKELIKE RED,LUNCH BAG SUKI DESIGN,0.0054,0.0791,0.071,1.04,59
ALARM CLOCK BAKELIKE RED,ANTIQUE SILVER T-LIGHT GLASS,0.0031,0.0456,0.0714,1.04,34
CLOTHES PEGS RETROSPOT PACK 24,VICTORIAN GLASS HANGING T-LIGHT,0.0033,0.0677,0.0506,1.04,36
HOME BUILDING BLOCK WORD,SPACEBOY LUNCH BOX,0.0028,0.0469,0.0612,1.04,30
ALARM CLOCK BAKELIKE RED,JUMBO BAG 50'S CHRISTMAS,0.0035,0.0509,0.0712,1.04,38
ANTIQUE SILVER T-LIGHT GLASS,HEART OF WICKER LARGE,0.0032,0.0735,0.0452,1.04,35
JUMBO BAG RED RETROSPOT,WHITE HANGING HEART T-LIGHT HOLDER,0.0221,0.1717,0.1343,1.04,241
CLOTHES PEGS RETROSPOT PACK 24,LARGE WHITE HEART OF WICKER,0.0023,0.047,0.0508,1.04,25
DOORMAT NEW ENGLAND,JUMBO BAG PINK POLKADOT,0.0033,0.0758,0.0451,1.04,36
JUMBO SHOPPER VINTAGE RED PAISLEY,PLEASE ONE PERSON METAL SIGN,0.0041,0.0607,0.0709,1.04,45
ALARM CLOCK BAKELIKE GREEN,LUNCH BAG ALPHABET DESIGN,0.0035,0.0563,0.0644,1.04,38
ROSES REGENCY TEACUP AND SAUCER,WOOD BLACK BOARD ANT WHITE FINISH,0.0031,0.0512,0.0633,1.04,34
RED HANGING HEART T-LIGHT HOLDER,SPOTTY BUNTING,0.0048,0.0828,0.06,1.04,52
DOORMAT RED RETROSPOT,JAM MAKING SET WITH JARS,0.0031,0.07,0.0465,1.04,34
REX CASH+CARRY JUMBO SHOPPER,SPOTTY BUNTING,0.006,0.0825,0.075,1.04,65
REGENCY CAKESTAND 3 TIER,RETROSPOT TEA SET CERAMIC 11 PC,0.0072,0.0609,0.1232,1.04,79
DOORMAT NEW ENGLAND,GINGERBREAD MAN COOKIE CUTTER,0.0019,0.0442,0.0455,1.04,21
REX CASH+CARRY JUMBO SHOPPER,SET OF 4 PANTRY JELLY MOULDS,0.0052,0.0723,0.0751,1.04,57
LUNCH BAG SPACEBOY DESIGN,SET OF 3 CAKE TINS PANTRY DESIGN,0.0073,0.0923,0.0827,1.04,80
LUNCH BAG ALPHABET DESIGN,VICTORIAN GLASS HANGING T-LIGHT,0.0037,0.0678,0.0562,1.04,40
JUMBO BAG STRAWBERRY,REX CASH+CARRY JUMBO SHOPPER,0.0042,0.0749,0.0584,1.04,46
CHOCOLATE HOT WATER BOTTLE,WOODEN PICTURE FRAME WHITE FINISH,0.0048,0.0804,0.0618,1.04,52
CLOTHES PEGS RETROSPOT PACK 24,JUMBO  BAG BAROQUE BLACK WHITE,0.0028,0.0583,0.0507,1.04,31
SPOTTY BUNTING,VINTAGE SNAP CARDS,0.0045,0.0565,0.0829,1.04,49
GIN + TONIC DIET METAL SIGN,JUMBO STORAGE BAG SUKI,0.0039,0.0679,0.0588,1.04,42
LUNCH BAG CARS BLUE,WOODEN PICTURE FRAME WHITE FINISH,0.0064,0.0799,0.0832,1.04,70
CHOCOLATE HOT WATER BOTTLE,LOVE BUILDING BLOCK WORD,0.0029,0.0495,0.0614,1.04,32
GIN + TONIC DIET METAL SIGN,SPACEBOY LUNCH BOX,0.0027,0.0468,0.0592,1.04,29
GREY HEART HOT WATER BOTTLE,VICTORIAN GLASS HANGING T-LIGHT,0.0029,0.0679,0.0449,1.04,32
JUMBO BAG RED RETROSPOT,LARGE WHITE HEART OF WICKER,0.0061,0.047,0.1341,1.04,66
LUNCH BAG CARS BLUE,REX CASH+CARRY JUMBO SHOPPER,0.0061,0.0753,0.0838,1.04,66
DOORMAT UNION FLAG,HEART OF WICKER LARGE,0.003,0.0737,0.0426,1.04,33
JUMBO BAG RED RETROSPOT,PLEASE ONE PERSON METAL SIGN,0.0078,0.0605,0.1339,1.04,85
HOT WATER BOTTLE TEA AND SYMPATHY,RABBIT NIGHT LIGHT,0.0023,0.0518,0.0462,1.04,25
HOT WATER BOTTLE KEEP CALM,JUMBO BAG RED RETROSPOT,0.0081,0.1319,0.0627,1.03,88
COLOUR GLASS T-LIGHT HOLDER HANGING,JUMBO  BAG BAROQUE BLACK WHITE,0.0026,0.0579,0.0458,1.03,28
SET OF 3 REGENCY CAKE TINS,SET/20 RED RETROSPOT PAPER NAPKINS,0.0026,0.0523,0.0505,1.03,28
COOK WITH WINE METAL SIGN,SCOTTIE DOG HOT WATER BOTTLE,0.0028,0.0568,0.0515,1.03,31
DOORMAT RED RETROSPOT,JAM MAKING SET PRINTED,0.0029,0.0658,0.046,1.03,32
JUMBO BAG ALPHABET,LARGE WHITE HEART OF WICKER,0.0029,0.0465,0.065,1.03,32
DOORMAT NEW ENGLAND,LUNCH BAG RED RETROSPOT,0.0046,0.1053,0.045,1.03,50
ASSORTED COLOUR BIRD ORNAMENT,PACK OF 72 RETROSPOT CAKE CASES,0.0087,0.0783,0.1147,1.03,95
HOT WATER BOTTLE KEEP CALM,JUMBO STORAGE BAG SUKI,0.0041,0.0675,0.063,1.03,45
JUMBO BAG PINK VINTAGE PAISLEY,SMALL WHITE HEART OF WICKER,0.0027,0.0528,0.0518,1.03,29
COOK WITH WINE METAL SIGN,HAND WARMER OWL DESIGN,0.0025,0.0495,0.0515,1.03,27
LUNCH BAG VINTAGE LEAF DESIGN,RECIPE BOX PANTRY YELLOW DESIGN,0.0035,0.0692,0.0521,1.03,38
JUMBO BAG APPLES,PACK OF 60 PINK PAISLEY CAKE CASES,0.0031,0.0549,0.0587,1.03,34
HAND WARMER OWL DESIGN,PACK OF 72 RETROSPOT CAKE CASES,0.0038,0.0782,0.0495,1.03,41
CHOCOLATE HOT WATER BOTTLE,JUMBO BAG RED RETROSPOT,0.0079,0.1329,0.0613,1.03,86
PINK CREAM FELT CRAFT TRINKET BOX,WOODEN PICTURE FRAME WHITE FINISH,0.0034,0.0797,0.044,1.03,37
HOT WATER BOTTLE KEEP CALM,JUMBO BAG APPLES,0.0036,0.0585,0.063,1.03,39
JUMBO BAG PINK VINTAGE PAISLEY,RECIPE BOX PANTRY YELLOW DESIGN,0.0035,0.0692,0.0521,1.03,38
PINK CREAM FELT CRAFT TRINKET BOX,WOOD 2 DRAWER CABINET WHITE FINISH,0.0019,0.0453,0.0438,1.03,21
ASSORTED COLOUR BIRD ORNAMENT,LUNCH BAG APPLE DESIGN,0.0078,0.07,0.1152,1.03,85
HANGING HEART JAR T-LIGHT HOLDER,LUNCH BAG RED RETROSPOT,0.0049,0.1054,0.0477,1.03,53
HEART OF WICKER SMALL,JUMBO BAG STRAWBERRY,0.0048,0.0582,0.0847,1.03,52
6 RIBBONS RUSTIC CHARM,LUNCH BAG VINTAGE LEAF DESIGN,0.0028,0.052,0.0565,1.03,31
GIN + TONIC DIET METAL SIGN,RED RETROSPOT CHARLOTTE BAG,0.0032,0.0565,0.0583,1.03,35
SET OF 4 PANTRY JELLY MOULDS,SMALL WHITE HEART OF WICKER,0.0037,0.0527,0.0714,1.03,40
ALARM CLOCK BAKELIKE RED,COLOUR GLASS T-LIGHT HOLDER HANGING,0.0031,0.0456,0.0702,1.03,34
LUNCH BAG VINTAGE LEAF DESIGN,VICTORIAN GLASS HANGING T-LIGHT,0.0034,0.0674,0.052,1.03,37
BAKING SET 9 PIECE RETROSPOT,RED RETROSPOT CHARLOTTE BAG,0.0035,0.0567,0.0633,1.03,38
LUNCH BAG WOODLAND,SET OF 6 SPICE TINS PANTRY DESIGN,0.0033,0.0539,0.0628,1.03,36
DOORMAT RED RETROSPOT,HANGING HEART JAR T-LIGHT HOLDER,0.0021,0.0473,0.0457,1.03,23
JUMBO BAG PINK POLKADOT,SET OF 4 PANTRY JELLY MOULDS,0.0052,0.0714,0.0751,1.03,57
GINGERBREAD MAN COOKIE CUTTER,LUNCH BAG VINTAGE LEAF DESIGN,0.0022,0.0519,0.0437,1.03,24
REGENCY CAKESTAND 3 TIER,WHITE HANGING HEART T-LIGHT HOLDER,0.0201,0.1689,0.122,1.03,219
ALARM CLOCK BAKELIKE PINK,JUMBO BAG VINTAGE LEAF,0.0029,0.0657,0.0461,1.03,32
HEART OF WICKER SMALL,LUNCH BAG SPACEBOY DESIGN,0.0067,0.0817,0.0842,1.03,73
SET OF 4 PANTRY JELLY MOULDS,WOODEN PICTURE FRAME WHITE FINISH,0.0055,0.0791,0.0713,1.03,60
COLOUR GLASS T-LIGHT HOLDER HANGING,RETROSPOT TEA SET CERAMIC 11 PC,0.0027,0.0599,0.0452,1.02,29
JUMBO  BAG BAROQUE BLACK WHITE,SPACEBOY LUNCH BOX,0.0026,0.0458,0.0571,1.02,28
CHILLI LIGHTS,RETROSPOT TEA SET CERAMIC 11 PC,0.0024,0.0599,0.0406,1.02,26
DOORMAT RED RETROSPOT,JUMBO BAG APPLES,0.0026,0.0576,0.0452,1.02,28
CLOTHES PEGS RETROSPOT PACK 24,COLOUR GLASS T-LIGHT HOLDER HANGING,0.0022,0.0451,0.0496,1.02,24
DOORMAT UNION FLAG,SET OF 6 SPICE TINS PANTRY DESIGN,0.0022,0.0536,0.0419,1.02,24
60 TEATIME FAIRY CAKE CASES,RETROSPOT HEART HOT WATER BOTTLE,0.0024,0.0446,0.0543,1.02,26
CHARLOTTE BAG SUKI DESIGN,JAM MAKING SET PRINTED,0.0029,0.0652,0.046,1.02,32
RED RETROSPOT CHARLOTTE BAG,REX CASH+CARRY JUMBO SHOPPER,0.004,0.0733,0.0558,1.02,44
DOORMAT NEW ENGLAND,GREY HEART HOT WATER BOTTLE,0.0019,0.0442,0.0446,1.02,21
ANTIQUE SILVER T-LIGHT GLASS,REGENCY CAKESTAND 3 TIER,0.0053,0.1218,0.0447,1.02,58
HEART OF WICKER SMALL,LUNCH BAG RED RETROSPOT,0.0085,0.104,0.0837,1.02,93
HAND WARMER OWL DESIGN,LUNCH BAG  BLACK SKULL.,0.0044,0.0916,0.0489,1.02,48
HOT WATER BOTTLE I AM SO POORLY,SET OF 3 CAKE TINS PANTRY DESIGN,0.0039,0.0905,0.0445,1.02,43
BAKING SET 9 PIECE RETROSPOT,DOORMAT KEEP CALM AND COME IN,0.0032,0.0522,0.0625,1.02,35
60 TEATIME FAIRY CAKE CASES,HOME BUILDING BLOCK WORD,0.0032,0.06,0.0547,1.02,35
ALARM CLOCK BAKELIKE RED,DOORMAT RED RETROSPOT,0.0031,0.0456,0.07,1.02,34
CHOCOLATE HOT WATER BOTTLE,JUMBO  BAG BAROQUE BLACK WHITE,0.0034,0.0572,0.0605,1.02,37
HOT WATER BOTTLE I AM SO POORLY,JAM MAKING SET PRINTED,0.0028,0.0653,0.0446,1.02,31
ALARM CLOCK BAKELIKE RED,RED RETROSPOT CHARLOTTE BAG,0.0039,0.0563,0.07,1.02,42
PACK OF 72 RETROSPOT CAKE CASES,RABBIT NIGHT LIGHT,0.0039,0.0507,0.0776,1.02,42
JAM MAKING SET WITH JARS,POPCORN HOLDER,0.0034,0.0506,0.0681,1.02,37
ROSES REGENCY TEACUP AND SAUCER,WHITE HANGING HEART T-LIGHT HOLDER,0.0102,0.1672,0.0618,1.02,111
JAM MAKING SET PRINTED,RETROSPOT HEART HOT WATER BOTTLE,0.0028,0.0446,0.0647,1.02,31
JUMBO STORAGE BAG SUKI,RETROSPOT TEA SET CERAMIC 11 PC,0.0039,0.0602,0.0671,1.02,43
HAND OVER THE CHOCOLATE   SIGN,ROSES REGENCY TEACUP AND SAUCER,0.0032,0.0618,0.0527,1.02,35
CHILLI LIGHTS,LUNCH BAG DOLLY GIRL DESIGN,0.0019,0.0484,0.0407,1.02,21
COOK WITH WINE METAL SIGN,JUMBO BAG PINK VINTAGE PAISLEY,0.0026,0.0513,0.051,1.02,28
JUMBO BAG VINTAGE DOILY,PINK CREAM FELT CRAFT TRINKET BOX,0.0022,0.0435,0.0517,1.02,24
CLOTHES PEGS RETROSPOT PACK 24,HOT WATER BOTTLE TEA AND SYMPATHY,0.0022,0.0451,0.0497,1.02,24
CLOTHES PEGS RETROSPOT PACK 24,SCOTTIE DOG HOT WATER BOTTLE,0.0028,0.0564,0.0498,1.02,30
DOORMAT NEW ENGLAND,LUNCH BAG DOLLY GIRL DESIGN,0.0021,0.0484,0.0446,1.02,23
HOT WATER BOTTLE I AM SO POORLY,SET/5 RED RETROSPOT LID GLASS BOWLS,0.0028,0.0632,0.0444,1.02,30
LUNCH BAG APPLE DESIGN,VICTORIAN GLASS HANGING T-LIGHT,0.0045,0.0664,0.0688,1.02,49
CHILLI LIGHTS,GIN + TONIC DIET METAL SIGN,0.0023,0.0576,0.0404,1.02,25
JUMBO  BAG BAROQUE BLACK WHITE,REX CASH+CARRY JUMBO SHOPPER,0.0041,0.0735,0.0571,1.02,45
LOVE BUILDING BLOCK WORD,SET OF 3 REGENCY CAKE TINS,0.0024,0.0499,0.0486,1.02,26
HOME BUILDING BLOCK WORD,SET OF 3 REGENCY CAKE TINS,0.0029,0.05,0.0598,1.02,32
JUMBO BAG PINK POLKADOT,WHITE HANGING HEART T-LIGHT HOLDER,0.0123,0.1679,0.0747,1.02,134
LUNCH BAG WOODLAND,PARTY BUNTING,0.0069,0.1123,0.0626,1.02,75
REGENCY CAKESTAND 3 TIER,SET/5 RED RETROSPOT LID GLASS BOWLS,0.0075,0.0632,0.1215,1.02,82
CHILLI LIGHTS,GARDENERS KNEELING PAD KEEP CALM,0.0028,0.0691,0.0407,1.02,30
LUNCH BAG PINK POLKADOT,SET OF 3 REGENCY CAKE TINS,0.0039,0.0499,0.0785,1.02,42
DOORMAT KEEP CALM AND COME IN,SET/20 RED RETROSPOT PAPER NAPKINS,0.0027,0.0518,0.0523,1.02,29
HOME BUILDING BLOCK WORD,LUNCH BAG WOODLAND,0.0037,0.0625,0.0599,1.02,40
HOT WATER BOTTLE KEEP CALM,SET/5 RED RETROSPOT LID GLASS BOWLS,0.0039,0.063,0.0622,1.02,42
JAM MAKING SET WITH JARS,LUNCH BAG SPACEBOY DESIGN,0.0054,0.0807,0.0681,1.02,59
ASSORTED COLOUR BIRD ORNAMENT,PAPER CHAIN KIT VINTAGE CHRISTMAS,0.0068,0.061,0.1133,1.02,74
JUMBO BAG PINK VINTAGE PAISLEY,SCOTTIE DOG HOT WATER BOTTLE,0.0028,0.0565,0.0515,1.02,31
HANGING HEART JAR T-LIGHT HOLDER,REX CASH+CARRY JUMBO SHOPPER,0.0034,0.0736,0.047,1.02,37
GINGERBREAD MAN COOKIE CUTTER,REX CASH+CARRY JUMBO SHOPPER,0.0031,0.0736,0.0431,1.02,34
ALARM CLOCK BAKELIKE GREEN,RED RETROSPOT CHARLOTTE BAG,0.0035,0.0563,0.0633,1.02,38
HAND WARMER OWL DESIGN,HEART OF WICKER SMALL,0.004,0.084,0.0492,1.02,44
ANTIQUE SILVER T-LIGHT GLASS,RED HANGING HEART T-LIGHT HOLDER,0.0026,0.0588,0.0446,1.02,28
HAND WARMER OWL DESIGN,SET OF 3 REGENCY CAKE TINS,0.0024,0.0496,0.0486,1.01,26
ASSORTED COLOUR BIRD ORNAMENT,LUNCH BAG DOLLY GIRL DESIGN,0.0053,0.0478,0.1124,1.01,58
LOVE BUILDING BLOCK WORD,RED RETROSPOT CHARLOTTE BAG,0.0027,0.0557,0.0483,1.01,29
DOORMAT UNION FLAG,JUMBO BAG PINK POLKADOT,0.003,0.0737,0.0414,1.01,33
60 TEATIME FAIRY CAKE CASES,HOT WATER BOTTLE TEA AND SYMPATHY,0.0024,0.0446,0.0538,1.01,26
HEART OF WICKER LARGE,JUMBO BAG PINK POLKADOT,0.0052,0.0736,0.0714,1.01,57
JUMBO BAG RED RETROSPOT,RECIPE BOX PANTRY YELLOW DESIGN,0.0087,0.0677,0.1301,1.01,95
CHILLI LIGHTS,HEART OF WICKER LARGE,0.0028,0.0714,0.0401,1.01,31
HEART OF WICKER SMALL,SCOTTIE DOG HOT WATER BOTTLE,0.0046,0.0559,0.0831,1.01,50
HOT WATER BOTTLE KEEP CALM,LUNCH BAG DOLLY GIRL DESIGN,0.0029,0.048,0.062,1.01,32
GREEN REGENCY TEACUP AND SAUCER,WHITE HANGING HEART T-LIGHT HOLDER,0.0093,0.1664,0.0563,1.01,101
LUNCH BAG SPACEBOY DESIGN,VICTORIAN GLASS HANGING T-LIGHT,0.0052,0.0657,0.0801,1.01,57
LUNCH BAG CARS BLUE,WOOD 2 DRAWER CABINET WHITE FINISH,0.0036,0.0445,0.0814,1.01,39
LUNCH BAG VINTAGE LEAF DESIGN,REX CASH+CARRY JUMBO SHOPPER,0.0037,0.0729,0.0508,1.01,40
ALARM CLOCK BAKELIKE PINK,LUNCH BAG WOODLAND,0.0028,0.0616,0.0449,1.01,30
JUMBO BAG RED RETROSPOT,NATURAL SLATE HEART CHALKBOARD,0.0105,0.0819,0.1295,1.01,115
LUNCH BAG RED RETROSPOT,ROSES REGENCY TEACUP AND SAUCER,0.0062,0.0612,0.1024,1.01,68
DOORMAT KEEP CALM AND COME IN,HEART OF WICKER LARGE,0.0037,0.0714,0.0517,1.01,40
ALARM CLOCK BAKELIKE RED,DOORMAT UNION FLAG,0.0028,0.0416,0.0692,1.01,31
SCOTTIE DOG HOT WATER BOTTLE,WOOD BLACK BOARD ANT WHITE FINISH,0.0028,0.0498,0.0559,1.01,30
ALARM CLOCK BAKELIKE RED,RETROSPOT HEART HOT WATER BOTTLE,0.003,0.0442,0.0689,1.01,33
JUMBO BAG PINK POLKADOT,PLEASE ONE PERSON METAL SIGN,0.0043,0.0589,0.074,1.01,47
BAKING SET 9 PIECE RETROSPOT,LUNCH BAG PINK POLKADOT,0.0048,0.0776,0.0618,1.01,52
JUMBO BAG 50'S CHRISTMAS,PINK CREAM FELT CRAFT TRINKET BOX,0.0021,0.0431,0.0496,1.01,23
JUMBO BAG RED RETROSPOT,RED HANGING HEART T-LIGHT HOLDER,0.0075,0.0584,0.1306,1.01,82
JUMBO BAG 50'S CHRISTMAS,RECIPE BOX PANTRY YELLOW DESIGN,0.0033,0.0674,0.0493,1.01,36
